transaction_id,bank_id,customer_id,transaction_amount,transaction_date
0c1f7dd1-773f-4d10-91e9-ec9e8a94a7de,1007,2034,2737.04,2025-08-07
ad493ed4-f912-48ec-95b3-89db5fb00b91,1002,2007,4768.33,2025-07-19
35238a67-fade-4b67-b6b4-9564498b9745,1004,2038,923.85,2025-06-30
034f4d72-b258-4e8b-b454-e1e0271b66e3,1009,2037,3034.11,2025-06-06
f3f201ee-00c0-4f0d-b86e-6c57a5276835,1002,2004,1065.79,2025-08-01
439b7e77-1353-409d-99e3-154401cc5fb7,1009,2034,3074.18,2025-07-03
c896d092-5e69-49af-a4ec-1da2a1b0b406,1005,2042,3616.02,2025-05-08
7f00d709-78c1-4c88-9d32-db67a8714e00,1002,2022,3614.3,2025-06-21
c75983a0-bf6c-4302-b3a4-b958aac5bd40,1004,2005,4077.22,2025-07-08
cb6ad3b2-c240-4afe-97a5-0ccd8b1c8ec2,1007,2042,4269.22,2025-07-10
8dcf8df7-8c79-460d-a9ea-e9fb3695e154,1008,2023,395.59,2025-07-05
797a30ca-d537-4a79-82e9-f5aba5fda5d3,1003,2015,1722.9,2025-06-22
00b78cef-dcd1-40f5-8681-aa067b365362,1001,2031,3438.74,2025-06-08
c5f14043-5a15-4863-9a37-c4b97c7b2381,1004,2009,2497.95,2025-06-17
048279b1-adf5-4bb4-a002-09ef22178cab,1002,2043,961.47,2025-08-01
86249b18-fb8b-45c1-93aa-fd3e1a82c43b,1008,2025,2768.02,2025-07-07
f982975e-1d8d-4987-b407-4a1bbfddc28e,1004,2025,2043.1,2025-05-11
dc23b28c-ba67-486f-99d9-d85c36b2bcf3,1002,2049,1956.29,2025-05-24
291ff97f-f811-4b8e-a85a-e10396ff4bef,1006,2021,4050.67,2025-05-17
f7f16ec8-b497-43e8-8d88-8a7e0a3e9b0d,1006,2009,2043.92,2025-07-28
20ab8bd8-e56e-4b7c-9828-5137cd5b97e2,1004,2048,142.01,2025-07-30
161be62e-fc4d-4d0f-aa28-e598b74f01bb,1006,2038,299.74,2025-07-12
da0939fc-8bfa-48d3-ad17-8b58c4a9ac51,1002,2022,4282.66,2025-06-25
f8efcf3a-e19e-437a-a469-1a6aa108c0d2,1002,2043,4803.4,2025-05-09
dab7a6c3-44df-4248-b395-6b9ffce62bb4,1004,2023,3445.16,2025-07-08
1142afac-68a1-4b5b-8438-8fd75f03f7a2,1008,2049,1828.2,2025-06-09
e829d175-3db7-481a-970f-98ab934e6eca,1007,2004,4693.62,2025-05-09
f7f7a163-b361-4171-a9ae-2f862cfd0d77,1009,2029,3317.39,2025-06-08
5e064c24-b12d-4de8-8e1a-8a3f45ab4c49,1008,2015,4223.22,2025-07-15
f152d842-e67e-45f5-994e-9850eef16ce4,1005,2001,3831.6,2025-06-14
66ee66d6-e769-49a0-b092-a1055cd41cd8,1002,2030,1901.91,2025-07-15
6aa4939d-f2ad-4c9b-8a2b-8e0429b6acbc,1005,2029,2398.72,2025-05-18
f620e20b-75a1-45ba-bb58-ff56ad70b075,1008,2020,938.8,2025-06-19
ec0e50cd-59a2-4bdb-a576-f0bd06441bc2,1009,2033,1467.15,2025-05-17
c741d25c-5de7-4f7f-b87b-cba52fed649e,1009,2041,3892.85,2025-08-06
aa29f9e2-9aa0-4a92-bbcc-5bcc6c75885c,1001,2044,4470.95,2025-07-28
f506dfe0-47e8-4e61-b7eb-9c52f0e8690b,1009,2036,3625.06,2025-05-10
403ccceb-7045-47e1-b1f5-ae6046c902f2,1007,2022,2331.22,2025-06-19
cb2c9c3d-c60c-49a0-8b90-f9810ef21acd,1009,2013,441.68,2025-06-24
1255188f-9170-417b-8579-693e30705115,1008,2007,294.17,2025-06-12
378a34a4-efe5-44d6-a951-5974cb5114b2,1001,2008,1877.88,2025-06-30
90924840-cc06-44a3-b913-dd15b06d7534,1008,2028,2324.47,2025-05-13
d31dc0f0-0a97-47b9-970d-ab1f087b9cb1,1008,2045,3049.51,2025-07-02
b7d45cab-be44-494a-9f6d-e51fcea263ce,1003,2043,42.38,2025-06-02
42f2d3ad-b474-47b0-9966-0db4155c25aa,1001,2009,4948.72,2025-07-19
d74c8187-d436-4d03-8d45-e863b070bda8,1008,2025,1826.06,2025-06-21
cdd09441-6ac9-42d0-a0e8-973f89f64ea7,1003,2016,4241.99,2025-08-07
01250dcb-5f44-4578-8cdb-424ed68beed1,1003,2010,2679.48,2025-07-13
54390b71-3bef-4970-a575-d6314fb1007a,1001,2011,660.89,2025-07-05
88f36a7c-ac76-49b8-9127-8aa7aedf06ea,1005,2031,3989.85,2025-07-24
244f024e-43ca-4931-96bd-3ffc03185f41,1007,2012,3552.04,2025-05-30
bd54ed05-b87c-46ae-bbe4-02d6c8f12550,1009,2031,2641.91,2025-06-20
5ac82b0b-15f4-4091-ade6-8088c1d3a9e8,1007,2014,2577.62,2025-05-20
008ad03f-301f-418b-825f-e96ac8a85527,1009,2044,446.52,2025-08-03
2ec40dfe-3cbf-491e-bfda-fafdca0a0f95,1008,2032,3282.69,2025-06-24
ce926df4-8b26-4145-ae8f-34fb46d03deb,1002,2017,4557.11,2025-05-13
8a314f42-af5d-497a-834c-31a6d9d86398,1001,2035,475.29,2025-07-22
5294cb30-711a-43b4-b321-79c12315353b,1007,2001,1324.92,2025-07-10
26d6aa4a-90e9-4022-ad86-99816d8c3566,1007,2029,4512.52,2025-07-05
0e64ddd4-7621-490a-9d88-80e55be24ed8,1008,2004,1428.88,2025-05-10
463b2376-e1a1-481a-a442-fd1bb467be7a,1005,2023,3273.18,2025-06-28
08abe505-dd09-42e9-80db-1a4f7733ffcf,1003,2028,2678.74,2025-07-19
6c8e8a2b-7228-4e59-9630-6afc9e70973a,1008,2016,2985.67,2025-05-21
5465829b-cd8c-4cbb-819b-260a12da51d6,1006,2012,2084.79,2025-07-24
dd10db82-3065-48f3-8541-c6a351819b7e,1003,2021,1506.96,2025-06-17
b63a4e3e-c8c2-4fc0-9632-7794d7a4dcc7,1001,2045,252.18,2025-06-01
0c707ac9-cb33-485b-acb2-c0d00c6ed40c,1003,2017,3723.96,2025-06-24
96443579-7e32-4711-b6ab-536b1752c9eb,1005,2040,3733.01,2025-05-22
47a3538f-42c7-49ad-8496-c1332b92714c,1003,2013,3356.92,2025-06-28
44cb5b61-cda0-40d4-941e-33ba350483b1,1001,2032,3221.73,2025-06-05
fbf81a28-87c3-4260-9a2c-abd22e0a304d,1005,2037,1226.15,2025-06-15
76402325-f261-4f38-8756-f706cc132b59,1007,2015,121.5,2025-08-02
c0c9bec0-405d-4fd9-ab21-f8866968b309,1007,2012,4045.49,2025-06-24
e4ad6d0c-db31-4ffd-811c-b05a3257a675,1009,2049,2460.78,2025-05-29
6356027f-0617-4455-8017-111f86c6f12c,1003,2015,1541.12,2025-06-25
209db909-b787-43ca-ad5d-65b8c9e4569e,1007,2034,518.64,2025-06-16
d2a5cb88-6ca8-4301-bb3e-a5581f1bc61f,1001,2006,322.98,2025-06-11
9de62853-cf5c-4a3a-a200-361793a08568,1004,2017,1750.84,2025-05-26
1409310a-b733-4d6f-a221-e76c1de3deb7,1004,2048,4025.64,2025-05-13
42094450-3da0-48b1-a497-c51e8ebad6ce,1005,2049,4594.43,2025-08-06
e2b97470-8c57-46b0-b705-0a46fc4b7a3d,1007,2020,4484.79,2025-05-27
435ba9e8-0ea2-480d-92dd-666dfeb4c09e,1007,2009,4600.8,2025-06-16
a8af46e8-46d2-4db2-8a1a-985f26ac4f47,1004,2005,4539.55,2025-07-30
b1d604cb-87c7-4a80-9631-4873323910cb,1007,2023,2640.85,2025-08-05
078914f0-e786-4ee6-8cce-4a0f98d4b07e,1003,2033,1104.88,2025-05-15
c78905c0-9b42-486e-8c6c-83f0fcfb0342,1006,2038,3992.25,2025-05-18
466feded-3d1d-4dd6-ac97-fdf513b95ed0,1002,2014,1076.43,2025-07-09
bc08554d-6044-430b-997d-35e0efe196cd,1009,2017,1343.36,2025-07-09
73123329-9be5-475b-b863-541aa5143e0d,1005,2019,1173.94,2025-08-04
ca7f970a-c8a8-4bb6-b456-58790ecc4d86,1006,2033,2579.76,2025-07-15
1d701f73-930d-4ae6-9864-c4ee95964612,1004,2001,1615.92,2025-05-19
14895d27-e776-40e0-9b97-7e38d4d3c1fd,1007,2013,779.24,2025-07-05
c6717ac7-9cf5-4f5a-b5af-18313c7790e9,1009,2046,2271.34,2025-05-11
c1419134-7d63-4689-b707-ad0ea77db8ae,1007,2027,4370.8,2025-07-24
c64bf538-4f3a-4b93-8e07-4a1b715a5bf8,1001,2006,2857.06,2025-05-23
4739c443-9a1d-4eff-a383-ef079564a118,1001,2006,4392.89,2025-06-07
f683080b-ff0a-4461-8e75-2b9d97d8f67c,1009,2033,987.4,2025-07-30
6a31a930-503e-4d4f-a58e-77736a890679,1009,2030,843.2,2025-07-17
71ec6638-3f15-4225-9f3c-75ca780739a2,1004,2046,2882.13,2025-07-27
752c43dc-63d3-4b84-829a-a18007a0fc74,1009,2035,2322.01,2025-07-21
c89d91c3-6335-4361-9630-721788595bd1,1003,2023,3304.26,2025-05-21
3cfd7ca4-3be2-4e0b-a827-53b76e625706,1007,2010,3975.19,2025-06-29
220aee3c-c9eb-4ed2-a9dd-e2cd73d7938f,1006,2019,3759.02,2025-06-12
99a0a336-4abd-4314-be26-fe8746553f97,1008,2028,4711.88,2025-06-09
045906c6-a1d3-4ec8-a4d1-ed506d5ecee0,1009,2023,1997.3,2025-08-03
1fee6237-9731-4c69-8c29-ec88e09ebdba,1005,2004,1039.87,2025-07-23
6fc43c8a-1e26-492f-add5-8b3b70017d4b,1001,2020,2759.05,2025-07-09
c1e6b957-8d62-447a-a73f-c4f8fbee08b0,1003,2019,562.61,2025-06-10
3ecb5feb-2f5a-424a-8e3b-d0ed5d960027,1008,2042,1451.37,2025-06-26
a85b6e29-0eb9-4541-817f-aacc00790c30,1006,2027,1047.36,2025-05-18
68cb4176-01db-4eb9-856d-3aa48b6cb04b,1008,2034,1988.85,2025-07-23
9b3aeb34-3775-4741-8ff5-89dde2c4fb80,1009,2004,564.97,2025-07-31
c3e5c02d-6899-4d27-9734-91448fb94094,1004,2038,168.89,2025-05-31
f6b0b0ae-8bf4-40cc-adbd-7497c8a8763e,1001,2007,3287.4,2025-07-21
5c13ef60-805a-423e-af69-b8ae715f7d5c,1001,2048,3055.14,2025-07-10
be575a77-79d8-44d3-9870-aa77cd0b5b12,1004,2007,3544.71,2025-08-02
71998d65-cd4b-4930-ad3c-40236d16df91,1007,2026,3305.33,2025-05-14
61090596-4c2c-471f-bd82-aa453a6f2cb1,1002,2026,580.33,2025-07-30
441be444-dd11-4874-bab0-9c4b50456d10,1003,2019,1462.48,2025-07-15
4d4a0be8-9e6f-4b84-95d3-3d03b5644157,1001,2009,656.34,2025-05-27
bca92493-01cd-4bb8-9696-13ff9dd4c4aa,1005,2020,4216.43,2025-06-21
c0a454d7-3374-4db3-8ce4-e0d6b323b576,1001,2042,3737.05,2025-07-26
7ccc196e-fff4-40d9-9a7f-470345eac562,1008,2045,1015.62,2025-08-02
bb703827-eff1-4959-ba9f-4bd9b1edbe3f,1001,2016,1713.13,2025-05-23
d0443213-38bd-474a-98a5-7cc9cf3c5668,1001,2017,4833.41,2025-07-26
bfbb5ff7-3c29-4130-a773-4722634a2ddb,1002,2022,2974.86,2025-07-15
33a87fe0-ebce-4132-8e7f-2cd81263e9e2,1002,2013,4007.77,2025-07-06
2d9b81d8-4bee-404d-80af-91e66562cd23,1006,2012,1330.31,2025-08-04
33945b7c-461b-4325-8a86-2f7367e86dfc,1007,2010,1058.16,2025-07-29
3ac7f71f-1cd6-4c10-908e-04c433313cbf,1005,2001,3921.75,2025-07-14
e8d98ded-8510-4aa4-a410-f078dda05cd3,1001,2032,3432.5,2025-08-01
bdc2da70-1ba1-4f2b-83df-03d773b16246,1001,2030,3408.08,2025-07-22
6379f6a1-e973-49c2-afbc-8e51b61b0024,1003,2008,2767.65,2025-07-03
a848fba8-34ff-4bbb-9d57-b9fac3288ddf,1002,2021,2822.26,2025-07-14
866fc4d5-22ba-48d5-8455-0a6f89a6a2cd,1005,2022,3681.13,2025-05-21
095abfa2-ddee-4d59-8b0d-c8b89fa82c32,1006,2018,1357.31,2025-07-16
d8d81ed6-c4bf-448c-ab15-45476a0bcd9d,1007,2002,1770.31,2025-05-29
8ef92ab7-6f90-4e1f-8d9e-47ed38bfd240,1004,2048,4359.47,2025-06-13
fe9254cb-4993-4b36-97d1-1e01b6f69612,1007,2044,1551.24,2025-06-26
7d2bdff0-a1fb-425b-b3e3-e6276d09fe42,1008,2009,2736.08,2025-05-09
02f5285a-1de1-4054-a398-909c96d150be,1001,2003,3516.17,2025-07-11
dcfed41b-2503-4f0e-854b-1a3077b076ba,1006,2026,4999.62,2025-05-13
9bfadf3c-f6d9-4c39-9947-81446a3cd362,1008,2021,2182.1,2025-08-02
f1f6186e-da4e-4211-ac4a-39b1d3c0ff84,1005,2030,2146.18,2025-07-19
04037fa8-401f-4dfe-b5dc-04d089455650,1004,2028,4214.52,2025-05-08
8e685db3-46e5-4831-92d3-d8725be84f65,1002,2036,4029.46,2025-06-05
058345e1-c77e-4692-baf8-e0ae2bd74f37,1006,2026,3658.07,2025-07-24
a6f35a60-1a41-415a-a4b5-470007c19639,1006,2034,2321.52,2025-07-25
d8cb45d0-8ba6-4a26-a383-7c500aba86f4,1001,2008,1626.46,2025-07-04
ce84477d-04e9-40f1-995a-aacfbface63d,1009,2010,3047.57,2025-07-17
26da37e7-4399-4f43-acfb-af02b207618d,1006,2048,4382.35,2025-07-19
aebc8c79-f347-428a-b2bd-15bf7fd27852,1003,2043,4420.05,2025-07-10
15b91110-c1b6-4301-9f80-4458f9eeab7f,1004,2014,551.41,2025-06-16
45abe6e3-f1ce-419b-9a78-8e68327bb1c5,1004,2040,2147.47,2025-05-26
27b3594e-02fc-4f3e-b226-f5843900a856,1003,2015,2328.96,2025-07-05
d40123a8-d9af-4307-8afc-76ec7181856d,1003,2017,4888.3,2025-07-14
299640dc-b1cc-480f-9e99-797921f2a161,1003,2018,3393.21,2025-05-31
50c126b4-be48-4735-aca3-a69955b96427,1004,2032,2042.16,2025-05-16
5dd146dc-3b02-4245-a911-245f38e8d6e9,1007,2038,140.03,2025-07-29
6853c9a8-971f-4de9-85fa-7998abe8897a,1004,2023,2831.27,2025-07-18
eb0c64df-1d9f-4830-9a45-90bd301f3066,1009,2046,489.42,2025-05-17
82b326cd-56b5-443c-b3ea-b022c332cd7f,1001,2023,4173.91,2025-05-11
d5bb3662-7270-45cb-9d85-91d7c0ec2cfc,1008,2035,3765.07,2025-05-20
3f1f7b7d-22c9-4ea4-b36a-bf20ffa6c972,1007,2039,2307.94,2025-06-23
92234488-4cb8-4bf2-89c2-4f7ecde1d8d7,1002,2015,2151.76,2025-07-12
e1ba0b31-8051-4db0-9219-e9adbf7dfc67,1008,2024,4487.72,2025-08-07
2216a00a-9ab0-4198-a8c1-7a969d85593b,1001,2028,1449.41,2025-07-08
023379e3-235e-4490-b758-24ca083dbf38,1009,2016,1252.61,2025-06-15
7f63e72d-87bb-4af5-9592-9111d1ee3a08,1009,2016,4696.6,2025-06-21
9b4aa951-4a58-471d-9fc8-4e008b925a77,1002,2040,4048.14,2025-06-10
3bc20a76-c3d8-40b5-abb9-8db2ca55245a,1007,2039,4104.92,2025-06-03
4f542430-7d90-4b41-8055-5f6c633b9a50,1003,2006,984.02,2025-06-30
292536bb-50ee-4d8f-a325-0c1efca7544f,1007,2002,725.05,2025-05-19
f18ebd61-1586-42e9-8f9d-af7ea3aa9413,1009,2013,139.89,2025-07-10
61804d20-893a-4a06-b3e3-efe07a9f5e01,1004,2044,1192.84,2025-06-12
1d549401-a761-4d49-a846-a64e08cc5c13,1001,2047,3873.21,2025-07-14
17f16817-1d5c-47dd-b321-40041a5d9d77,1002,2009,1207.79,2025-05-12
39092581-20b3-4f08-9379-f6520c63d302,1001,2034,3648.23,2025-05-31
5c609348-b978-45d6-86b5-f1dc484de9fb,1005,2017,1267.02,2025-07-03
b3a860e1-e913-44d9-aa84-554b8ad863db,1005,2027,1982.51,2025-07-12
b24da185-5aca-41fe-a573-cf865709af81,1007,2029,4915.98,2025-05-17
95fcc473-46e5-4a0c-920e-54d69228e00f,1009,2037,1231.61,2025-07-01
208aa335-39c8-4614-a988-bf6a9bc903f1,1009,2043,1888.09,2025-05-29
70750e37-f713-4048-8c44-a64448094ef3,1003,2022,1512.43,2025-06-17
87137f27-18bc-4d4a-b828-7cad03b37cf4,1003,2024,557.03,2025-05-24
b278405b-7f57-4a8e-a0ce-d4254644aecb,1003,2007,2454.57,2025-06-30
9af70a2e-90ac-4e3a-9e81-a571e37536ea,1004,2034,1899.67,2025-06-28
efacb5dc-0333-4bc4-a37a-4f265dd601ce,1008,2048,3477.49,2025-07-12
d7f0f4fe-5b17-498d-be0f-b6a9847b22fe,1006,2012,4089.8,2025-07-19
ce42953e-7695-47bd-88db-b6f8dd124b43,1008,2023,2725.81,2025-05-15
80a4196d-f6e9-4cc6-84cf-aa344429f4f1,1001,2015,170.66,2025-06-26
43d85df6-2c4b-4fe8-8103-6fef1ff663d8,1008,2033,3098.42,2025-06-08
4ff8c808-bc41-4bf4-905c-7538d56867f5,1004,2013,286.4,2025-06-23
bec7566f-f2cd-4321-ba04-f793e5d292b8,1001,2023,3085.62,2025-07-24
f25b1cb4-7938-4dbc-88c4-9b1bdf7d5fa7,1008,2038,3428.3,2025-05-16
207fb2e5-e6fe-485d-a142-32511077a3d8,1004,2032,996.86,2025-07-11
d73350d8-79b2-46bc-95e5-fc42fdcce175,1006,2045,4098.54,2025-06-13
f1469190-23b0-4a70-baad-779f532adc11,1008,2035,4556.31,2025-07-08
d5b4cd33-9282-4516-86e5-70793dd2ce78,1004,2001,4067.3,2025-05-26
e5dc2a74-5ad2-4710-8338-0ba5aff0548b,1003,2047,1532.49,2025-06-16
37685c01-b623-4c53-8757-c941035a7ec3,1009,2045,2937.35,2025-06-03
f26ab2a1-021f-444c-8148-fd657508b5fc,1003,2005,4574.93,2025-07-31
7d74cbe6-d0b5-44de-b0d3-b10deb0b058f,1009,2013,1610.12,2025-06-26
aefb8575-f563-4f98-9a43-2580ad96cc80,1002,2005,4101.94,2025-06-14
d6d58748-c4b0-400f-99e1-fffe793ceed4,1002,2032,57.28,2025-05-14
a1c45aed-1128-4388-b8bb-2bbad2cbb6f5,1002,2021,28.2,2025-05-23
15e94f89-5ba3-4793-8ece-2659b65220e4,1006,2024,3800.96,2025-07-26
813b3b6f-8dd3-4d44-8991-d5d976cd5b11,1003,2018,3809.62,2025-07-10
1c2c1580-aff6-4eb7-9f84-824ce6c8211a,1009,2021,3947.0,2025-05-14
38a9c83a-bcc6-4348-aa2a-ee202930c04a,1004,2010,4650.83,2025-06-01
72a84c1a-8e90-46ca-94b2-0ad52475bbae,1001,2024,598.35,2025-05-18
220cc2f9-27fb-473d-9b79-a4d05a78f976,1004,2040,1167.61,2025-08-06
87076ba3-7172-4d93-ac8f-a310f64f1c3a,1001,2047,4519.59,2025-08-04
6d6c5c50-1a54-43ef-bab7-91a8069e40f5,1005,2021,894.41,2025-05-08
5483e9e3-1df8-4c8c-879f-5205bb670f51,1004,2025,3414.32,2025-05-23
4c2b01fb-6b5f-4050-bcc5-2c3cd19c287f,1008,2023,2657.01,2025-05-30
e9f10295-a065-4b90-bb9b-9a71fa3b24ad,1008,2022,425.14,2025-06-27
c053bc74-a82f-4b09-847b-3c5cbc21fd11,1007,2004,1433.47,2025-07-04
d9868d5f-5454-4bf0-b1cd-404bd9732c75,1003,2034,2606.66,2025-07-23
4b96b338-58d1-4e79-a180-42db14c129b0,1001,2006,4263.23,2025-06-30
67df1a06-50dc-476e-a6bb-7d4d1501d4ca,1001,2028,3540.62,2025-06-21
5aafcb58-5d0d-4fd2-b9f8-1113df4f67d1,1003,2031,3113.2,2025-06-06
2c5cebdb-52b5-4e58-8898-9a4006c7fc64,1006,2035,2485.2,2025-07-27
715ef4b4-a10c-40b8-8799-8a95a6b10b63,1007,2039,1500.43,2025-06-21
137271d7-41b4-44b8-bbb2-4b252eee472c,1006,2042,605.03,2025-06-14
92ebc547-6e5f-47c2-bed1-8d38c738a3a5,1006,2023,2051.29,2025-05-28
e0c39791-66cb-41da-b73d-bd8cf7e876e4,1006,2006,152.31,2025-05-11
9c6e50a5-cbc5-446d-9af0-c72f0f513e68,1003,2016,1063.17,2025-07-18
1d81543f-1ef1-4ee9-964a-5a99a0b4b7f3,1006,2002,2168.09,2025-07-15
8ecb270c-f2a5-46c1-8650-08f81309a812,1008,2024,2098.84,2025-05-25
f78383bc-3f48-4e4c-9d8e-8b4a675a5942,1002,2017,231.03,2025-06-16
6addf03b-dbaf-42bc-9123-13d5163e4020,1005,2045,2949.41,2025-08-06
110a7a2b-4c24-478d-9d4f-9f179589647f,1001,2001,2752.92,2025-05-10
7841732d-6ac8-484c-93d9-29caa7d992f8,1001,2006,399.74,2025-06-19
bda0f630-fe0d-4e44-b5d2-e2c1cf6a57a4,1005,2005,4716.38,2025-05-09
15348f77-cd9f-4c97-96a4-618d63182a6a,1003,2045,505.92,2025-07-11
1235ad97-4e9b-4c42-a216-88c32e67be70,1004,2029,4275.62,2025-06-26
f3c83748-2b07-46c8-988f-08b41e717cab,1003,2012,11.55,2025-06-23
0fce9992-39ce-4c97-b64f-e9a55112e074,1001,2039,4412.58,2025-07-05
de131090-8f01-4441-be22-f35f527097e2,1001,2047,108.4,2025-05-17
e941c576-55fd-495c-8586-c3e7cfb4c726,1005,2003,3791.48,2025-06-01
a150e2d8-aa9f-46d5-b565-d1aac0c9df69,1006,2048,1814.84,2025-07-19
9325446d-95b0-4a12-b6d5-35e66396f6d2,1003,2001,3693.7,2025-06-19
a55c6448-54b8-455a-8ff8-78e240c5a3b6,1009,2027,2014.71,2025-06-14
fb8de210-5a11-434c-bfa9-94b3d299d6df,1005,2048,363.83,2025-07-29
188be317-65d5-4ab4-8d54-15d3542202dd,1008,2024,3839.86,2025-05-08
c747eb47-ee36-4dbd-a338-4c846f2306f4,1001,2044,365.55,2025-06-22
11cd07e5-5be3-42fe-9e42-fa7b5024cb69,1005,2019,4611.38,2025-07-30
7be2f8af-3431-4428-96cd-59f3b918bfc4,1003,2008,264.36,2025-06-25
689efbbc-23ee-4ff6-a956-1e19131e844f,1001,2044,2401.83,2025-07-25
08f71825-0822-4103-83f7-26017ce12e67,1004,2047,3617.94,2025-05-31
eadb9436-34de-4693-8787-7766d5d43e6c,1005,2002,1972.3,2025-07-10
2c799afc-e2de-4058-9c2e-36b1dc72811d,1007,2030,1094.0,2025-07-29
50c107fa-23a1-4c6b-9f80-b6d9632b3fb0,1001,2030,3797.86,2025-06-19
960dff41-376d-48b2-8c08-376e30ad9014,1003,2049,3923.63,2025-06-27
1aa794fd-17ca-426e-a950-b313c9414283,1002,2039,4614.25,2025-07-24
d81b9e95-ca1c-4c3f-9873-bb6e035c6cb1,1009,2045,1887.06,2025-06-09
b1051fc2-adfd-42e0-95a1-fd4352ab1561,1006,2032,2536.2,2025-06-10
d4639dd4-163d-4022-90cf-bbe51a7fce3c,1003,2001,1822.01,2025-06-07
907b31a9-1ac1-4524-8987-868f1939b270,1008,2038,1292.84,2025-08-03
fdfec86a-44e3-481b-a03f-0491748d2048,1008,2013,3757.65,2025-05-09
25149e2e-ef83-4afb-90a4-b5d1bcb751ea,1002,2011,1704.86,2025-07-28
1b7d204a-e672-447d-86c8-f0a344a72053,1006,2010,2146.47,2025-08-05
77ce0070-02f9-475a-934d-f3f067b6a75c,1007,2048,2024.33,2025-06-26
b2b7bb92-91d2-4339-8c76-59aaecfba0bb,1002,2026,3566.18,2025-07-06
ab9a8da8-8bcc-4fa7-b5eb-22871bf572d9,1002,2020,4589.8,2025-06-09
b0339367-2157-42e7-bac8-146cebfb066b,1001,2017,3337.11,2025-05-21
eef03969-d5fb-4fb3-b2b2-c4c5ef62e131,1008,2017,2363.2,2025-07-08
c20e3620-52f3-43ac-8918-d20c06ebe9b0,1001,2004,3898.23,2025-05-23
94f9b429-23aa-41c0-b7a4-a97ed7774e12,1009,2005,3208.45,2025-06-26
f6e36951-a849-4d62-b946-37764db1e59a,1006,2023,312.45,2025-06-10
d205aaba-fe40-4122-ac1f-8ce78d4ae30c,1007,2046,487.36,2025-06-28
415b46a9-ae08-447b-9038-7338cbdf8005,1007,2010,199.21,2025-08-03
409ecbb7-e242-4b93-835e-c454b9746451,1003,2046,2289.51,2025-07-29
ce921e0a-92a6-42e8-9f16-6016c16a7dab,1002,2028,4131.01,2025-05-30
56e1c85e-8542-4ffa-b02b-54691a641e13,1009,2033,1572.29,2025-07-06
